debugHP1B1C:debugIQ1RBC,0,1520971377501,"{""rt"": 1509, ""trial_type"": ""instructions"", ""view_history"": ""[{\""page_index\"":0,\""viewing_time\"":872},{\""page_index\"":1,\""viewing_time\"":636}]"", ""time_elapsed"": 1511, ""internal_node_id"": ""0.0-0.0"", ""trial_index"": 0}"
debugHP1B1C:debugIQ1RBC,1,1520971379276,"{""rt"": 1774, ""trial_type"": ""survey-text"", ""responses"": ""{\""Q0\"":\""231\""}"", ""time_elapsed"": 3288, ""internal_node_id"": ""0.0-1.0"", ""trial_index"": 1}"
debugHP1B1C:debugIQ1RBC,2,1520971382775,"{""rt"": 3490, ""trial_type"": ""survey-multi-choice"", ""responses"": ""{\""Q0\"":\""Male\"",\""Q1\"":\""Did not complete high school\"",\""Q2\"":\""Yes\""}"", ""time_elapsed"": 6787, ""internal_node_id"": ""0.0-2.0"", ""trial_index"": 2}"
debugHP1B1C:debugIQ1RBC,3,1520971383777,"{""rt"": null, ""trial_type"": ""html-keyboard-response"", ""stimulus"": ""<div style='font-size: 20pt;'>Please wait&hellip;</div>"", ""time_elapsed"": 7789, ""internal_node_id"": ""0.0-3.0"", ""key_press"": null, ""trial_index"": 3}"
debugHP1B1C:debugIQ1RBC,4,1520971388394,"{""rt"": 4614, ""trial_type"": ""scene-choice"", ""prompt"": ""I'm looking for the pile of boxes that is near the car. Which is the pile that I'm looking for?"", ""frame_path"": ""boxcar.73.png"", ""time_elapsed"": 12406, ""frame"": ""boxcar.73"", ""scene"": ""boxcar"", ""choice"": ""B"", ""referents"": {""A"": {""reference_frame"": ""functional"", ""name"": ""box"", ""manipulations"": {""rotation"": -0.5560627472171503, ""location"": 0.22240133310055632}}, ""C"": {""reference_frame"": null, ""name"": ""wall"", ""manipulations"": {}}, ""B"": {""reference_frame"": ""relative"", ""name"": ""box2"", ""manipulations"": {""rotation"": 2.097473105277775, ""location"": 0.5878578256865715}}}, ""internal_node_id"": ""0.0-4.0"", ""relation"": ""near"", ""prompt_type"": ""pick"", ""labeled_frame_path"": ""boxcar.73.labeled.png"", ""trial_index"": 4}"
debugHP1B1C:debugIQ1RBC,5,1520971389395,"{""rt"": null, ""trial_type"": ""html-keyboard-response"", ""stimulus"": ""<div style='font-size: 20pt;'>Please wait&hellip;</div>"", ""time_elapsed"": 13406, ""internal_node_id"": ""0.0-5.0"", ""key_press"": null, ""trial_index"": 5}"
debugHP1B1C:debugIQ1RBC,6,1520971400067,"{""rt"": 10671, ""trial_type"": ""scene-choice"", ""prompt"": ""I'm looking for the pile of boxes that is near the car. Which is the pile that I'm looking for?"", ""frame_path"": ""boxcar.114.png"", ""time_elapsed"": 24079, ""frame"": ""boxcar.114"", ""scene"": ""boxcar"", ""choice"": ""B"", ""referents"": {""A"": {""reference_frame"": null, ""name"": ""wall"", ""manipulations"": {}}, ""C"": {""reference_frame"": ""intrinsic"", ""name"": ""box2"", ""manipulations"": {""rotation"": -2.853054785354974, ""location"": 0.060457998165193705}}, ""B"": {""reference_frame"": ""relative"", ""name"": ""box"", ""manipulations"": {""rotation"": -0.921674852726055, ""location"": 0.8873956024338291}}}, ""internal_node_id"": ""0.0-6.0"", ""relation"": ""near"", ""prompt_type"": ""pick"", ""labeled_frame_path"": ""boxcar.114.labeled.png"", ""trial_index"": 6}"
debugHP1B1C:debugIQ1RBC,7,1520971401068,"{""rt"": null, ""trial_type"": ""html-keyboard-response"", ""stimulus"": ""<div style='font-size: 20pt;'>Please wait&hellip;</div>"", ""time_elapsed"": 25079, ""internal_node_id"": ""0.0-7.0"", ""key_press"": null, ""trial_index"": 7}"
debugHP1B1C:debugIQ1RBC,8,1520971411558,"{""rt"": 10489, ""trial_type"": ""scene-choice"", ""prompt"": ""I'm looking for the pile of boxes that is near the car. Which is the pile that I'm looking for?"", ""frame_path"": ""boxcar.113.png"", ""time_elapsed"": 35570, ""frame"": ""boxcar.113"", ""scene"": ""boxcar"", ""choice"": ""C"", ""referents"": {""A"": {""reference_frame"": null, ""name"": ""wall"", ""manipulations"": {}}, ""C"": {""reference_frame"": ""relative"", ""name"": ""box"", ""manipulations"": {""rotation"": 1.3184164780778067, ""location"": 0.273845702689558}}, ""B"": {""reference_frame"": ""intrinsic"", ""name"": ""box2"", ""manipulations"": {""rotation"": 0.9361347383592564, ""location"": 0.059678896299914186}}}, ""internal_node_id"": ""0.0-8.0"", ""relation"": ""near"", ""prompt_type"": ""pick"", ""labeled_frame_path"": ""boxcar.113.labeled.png"", ""trial_index"": 8}"
debugHP1B1C:debugIQ1RBC,9,1520971412559,"{""rt"": null, ""trial_type"": ""html-keyboard-response"", ""stimulus"": ""<div style='font-size: 20pt;'>Please wait&hellip;</div>"", ""time_elapsed"": 36571, ""internal_node_id"": ""0.0-9.0"", ""key_press"": null, ""trial_index"": 9}"
debugHP1B1C:debugIQ1RBC,10,1520971414412,"{""rt"": 1852, ""trial_type"": ""scene-choice"", ""prompt"": ""How many boxes are in front of the car?"", ""frame_path"": ""boxcar.54.png"", ""time_elapsed"": 38424, ""frame"": ""boxcar.54"", ""scene"": ""boxcar"", ""choice"": 1, ""referents"": {""A"": {""reference_frame"": ""relative"", ""name"": ""box2"", ""manipulations"": {""rotation"": 2.1504724243325866, ""location"": 0.7747346190824725}}, ""B"": {""reference_frame"": null, ""name"": ""wall"", ""manipulations"": {}}}, ""internal_node_id"": ""0.0-10.0"", ""relation"": ""in front of"", ""prompt_type"": ""count"", ""labeled_frame_path"": ""boxcar.54.labeled.png"", ""trial_index"": 10}"
debugHP1B1C:debugIQ1RBC,11,1520971415413,"{""rt"": null, ""trial_type"": ""html-keyboard-response"", ""stimulus"": ""<div style='font-size: 20pt;'>Please wait&hellip;</div>"", ""time_elapsed"": 39425, ""internal_node_id"": ""0.0-11.0"", ""key_press"": null, ""trial_index"": 11}"
debugHP1B1C:debugIQ1RBC,12,1520971417762,"{""rt"": 2348, ""trial_type"": ""scene-choice"", ""prompt"": ""I'm looking for the pile of boxes that is near the car. Which is the pile that I'm looking for?"", ""frame_path"": ""boxcar.119.png"", ""time_elapsed"": 41774, ""frame"": ""boxcar.119"", ""scene"": ""boxcar"", ""choice"": ""A"", ""referents"": {""A"": {""reference_frame"": ""relative"", ""name"": ""box"", ""manipulations"": {""rotation"": 1.32334040816479, ""location"": 0.6686568406532748}}, ""C"": {""reference_frame"": null, ""name"": ""wall"", ""manipulations"": {}}, ""B"": {""reference_frame"": ""intrinsic"", ""name"": ""box2"", ""manipulations"": {""rotation"": -0.8321400614124284, ""location"": 0.02421290836577905}}}, ""internal_node_id"": ""0.0-12.0"", ""relation"": ""near"", ""prompt_type"": ""pick"", ""labeled_frame_path"": ""boxcar.119.labeled.png"", ""trial_index"": 12}"
debugHP1B1C:debugIQ1RBC,13,1520971418763,"{""rt"": null, ""trial_type"": ""html-keyboard-response"", ""stimulus"": ""<div style='font-size: 20pt;'>Please wait&hellip;</div>"", ""time_elapsed"": 42775, ""internal_node_id"": ""0.0-13.0"", ""key_press"": null, ""trial_index"": 13}"
debugHP1B1C:debugIQ1RBC,14,1520971421110,"{""rt"": 2346, ""trial_type"": ""scene-choice"", ""prompt"": ""I'm looking for the pile of boxes that is in front of the car. Which is the pile that I'm looking for?"", ""frame_path"": ""boxcar.88.png"", ""time_elapsed"": 45122, ""frame"": ""boxcar.88"", ""scene"": ""boxcar"", ""choice"": ""B"", ""referents"": {""A"": {""reference_frame"": null, ""name"": ""wall"", ""manipulations"": {}}, ""C"": {""reference_frame"": ""functional"", ""name"": ""box2"", ""manipulations"": {""rotation"": -0.755042129361985, ""location"": 0.28967932469695956}}, ""B"": {""reference_frame"": ""intrinsic"", ""name"": ""box"", ""manipulations"": {""rotation"": 1.1010055659638054, ""location"": 0.020095261121910735}}}, ""internal_node_id"": ""0.0-14.0"", ""relation"": ""in front of"", ""prompt_type"": ""pick"", ""labeled_frame_path"": ""boxcar.88.labeled.png"", ""trial_index"": 14}"
debugHP1B1C:debugIQ1RBC,15,1520971422110,"{""rt"": null, ""trial_type"": ""html-keyboard-response"", ""stimulus"": ""<div style='font-size: 20pt;'>Please wait&hellip;</div>"", ""time_elapsed"": 46122, ""internal_node_id"": ""0.0-15.0"", ""key_press"": null, ""trial_index"": 15}"
debugHP1B1C:debugIQ1RBC,16,1520971424746,"{""rt"": 2634, ""trial_type"": ""scene-choice"", ""prompt"": ""I'm looking for the pile of boxes that is in front of the car. Which is the pile that I'm looking for?"", ""frame_path"": ""boxcar.47.png"", ""time_elapsed"": 48758, ""frame"": ""boxcar.47"", ""scene"": ""boxcar"", ""choice"": ""B"", ""referents"": {""A"": {""reference_frame"": null, ""name"": ""wall"", ""manipulations"": {}}, ""B"": {""reference_frame"": ""intrinsic"", ""name"": ""box2"", ""manipulations"": {""rotation"": -0.01462240776541579, ""location"": 0.08845438044329967}}}, ""internal_node_id"": ""0.0-16.0"", ""relation"": ""in front of"", ""prompt_type"": ""pick"", ""labeled_frame_path"": ""boxcar.47.labeled.png"", ""trial_index"": 16}"
debugHP1B1C:debugIQ1RBC,17,1520971425746,"{""rt"": null, ""trial_type"": ""html-keyboard-response"", ""stimulus"": ""<div style='font-size: 20pt;'>Please wait&hellip;</div>"", ""time_elapsed"": 49758, ""internal_node_id"": ""0.0-17.0"", ""key_press"": null, ""trial_index"": 17}"
debugHP1B1C:debugIQ1RBC,18,1520971430459,"{""rt"": 4712, ""trial_type"": ""survey-text"", ""responses"": ""{\""Q0\"":\""ff\""}"", ""time_elapsed"": 54471, ""internal_node_id"": ""0.0-18.0"", ""trial_index"": 18}"
debugHP1B1C:debugIQ1RBC,19,1520971469372,"{""rt"": 1162, ""trial_type"": ""instructions"", ""view_history"": ""[{\""page_index\"":0,\""viewing_time\"":572},{\""page_index\"":1,\""viewing_time\"":590}]"", ""internal_node_id"": ""0.0-0.0"", ""time_elapsed"": 1163, ""trial_index"": 0}"
debugHP1B1C:debugIQ1RBC,20,1520971471062,"{""rt"": 1688, ""trial_type"": ""survey-text"", ""responses"": ""{\""Q0\"":\""3\""}"", ""internal_node_id"": ""0.0-1.0"", ""time_elapsed"": 2853, ""trial_index"": 1}"
debugHP1B1C:debugIQ1RBC,21,1520971474733,"{""rt"": 3662, ""trial_type"": ""survey-multi-choice"", ""responses"": ""{\""Q0\"":\""Male\"",\""Q1\"":\""Did not complete high school\"",\""Q2\"":\""Yes\""}"", ""internal_node_id"": ""0.0-2.0"", ""time_elapsed"": 6524, ""trial_index"": 2}"
debugHP1B1C:debugIQ1RBC,22,1520971475734,"{""rt"": null, ""trial_type"": ""html-keyboard-response"", ""stimulus"": ""<div style='font-size: 20pt;'>Please wait&hellip;</div>"", ""internal_node_id"": ""0.0-3.0"", ""time_elapsed"": 7525, ""key_press"": null, ""trial_index"": 3}"
debugHP1B1C:debugIQ1RBC,23,1520971478876,"{""rt"": 3141, ""trial_type"": ""scene-choice"", ""prompt"": ""How many boxes are in front of the car?"", ""frame_path"": ""boxcar.65.png"", ""frame"": ""boxcar.65"", ""scene"": ""boxcar"", ""choice"": 1, ""referents"": {""A"": {""reference_frame"": ""functional"", ""name"": ""box"", ""manipulations"": {""rotation"": -0.5628383896002681, ""location"": 0.3576320956435911}}, ""C"": {""reference_frame"": null, ""name"": ""wall"", ""manipulations"": {}}, ""B"": {""reference_frame"": ""intrinsic"", ""name"": ""box2"", ""manipulations"": {""rotation"": -1.4089754749853296, ""location"": 0.05623122513201961}}}, ""time_elapsed"": 10667, ""relation"": ""in front of"", ""internal_node_id"": ""0.0-4.0"", ""prompt_type"": ""count"", ""labeled_frame_path"": ""boxcar.65.labeled.png"", ""trial_index"": 4}"
debugHP1B1C:debugIQ1RBC,24,1520971479877,"{""rt"": null, ""trial_type"": ""html-keyboard-response"", ""stimulus"": ""<div style='font-size: 20pt;'>Please wait&hellip;</div>"", ""internal_node_id"": ""0.0-5.0"", ""time_elapsed"": 11668, ""key_press"": null, ""trial_index"": 5}"
debugHP1B1C:debugIQ1RBC,25,1520971481413,"{""rt"": 1535, ""trial_type"": ""scene-choice"", ""prompt"": ""How many boxes are in front of the car?"", ""frame_path"": ""boxcar.63.png"", ""frame"": ""boxcar.63"", ""scene"": ""boxcar"", ""choice"": 1, ""referents"": {""A"": {""reference_frame"": null, ""name"": ""wall"", ""manipulations"": {}}, ""C"": {""reference_frame"": ""functional"", ""name"": ""box"", ""manipulations"": {""rotation"": -0.5339024466168945, ""location"": 0.6860885211426615}}, ""B"": {""reference_frame"": ""intrinsic"", ""name"": ""box2"", ""manipulations"": {""rotation"": -0.18263171512082454, ""location"": 0.5568040995823963}}}, ""time_elapsed"": 13204, ""relation"": ""in front of"", ""internal_node_id"": ""0.0-6.0"", ""prompt_type"": ""count"", ""labeled_frame_path"": ""boxcar.63.labeled.png"", ""trial_index"": 6}"
debugHP1B1C:debugIQ1RBC,26,1520971482415,"{""rt"": null, ""trial_type"": ""html-keyboard-response"", ""stimulus"": ""<div style='font-size: 20pt;'>Please wait&hellip;</div>"", ""internal_node_id"": ""0.0-7.0"", ""time_elapsed"": 14206, ""key_press"": null, ""trial_index"": 7}"
debugHP1B1C:debugIQ1RBC,27,1520971484482,"{""rt"": 2066, ""trial_type"": ""scene-choice"", ""prompt"": ""How many boxes are in front of the car?"", ""frame_path"": ""boxcar.83.png"", ""frame"": ""boxcar.83"", ""scene"": ""boxcar"", ""choice"": 1, ""referents"": {""A"": {""reference_frame"": ""functional"", ""name"": ""box2"", ""manipulations"": {""rotation"": -0.6914539132821139, ""location"": 0.7404141584541045}}, ""C"": {""reference_frame"": null, ""name"": ""wall"", ""manipulations"": {}}, ""B"": {""reference_frame"": ""intrinsic"", ""name"": ""box"", ""manipulations"": {""rotation"": 1.225878298861793, ""location"": 0.43224723292158695}}}, ""time_elapsed"": 16273, ""relation"": ""in front of"", ""internal_node_id"": ""0.0-8.0"", ""prompt_type"": ""count"", ""labeled_frame_path"": ""boxcar.83.labeled.png"", ""trial_index"": 8}"
debugHP1B1C:debugIQ1RBC,28,1520971485483,"{""rt"": null, ""trial_type"": ""html-keyboard-response"", ""stimulus"": ""<div style='font-size: 20pt;'>Please wait&hellip;</div>"", ""internal_node_id"": ""0.0-9.0"", ""time_elapsed"": 17274, ""key_press"": null, ""trial_index"": 9}"
debugHP1B1C:debugIQ1RBC,29,1520971489688,"{""rt"": 4205, ""trial_type"": ""scene-choice"", ""prompt"": ""I'm looking for the pile of boxes that is in front of the car. Which is the pile that I'm looking for?"", ""frame_path"": ""boxcar.108.png"", ""frame"": ""boxcar.108"", ""scene"": ""boxcar"", ""choice"": ""C"", ""referents"": {""A"": {""reference_frame"": null, ""name"": ""wall"", ""manipulations"": {}}, ""C"": {""reference_frame"": ""relative"", ""name"": ""box"", ""manipulations"": {""rotation"": -0.04592399449048612, ""location"": 0.23779501208209186}}, ""B"": {""reference_frame"": ""functional"", ""name"": ""box2"", ""manipulations"": {""rotation"": -0.4929780368292329, ""location"": 0.004963717706334747}}}, ""time_elapsed"": 21479, ""relation"": ""in front of"", ""internal_node_id"": ""0.0-10.0"", ""prompt_type"": ""pick"", ""labeled_frame_path"": ""boxcar.108.labeled.png"", ""trial_index"": 10}"
debugHP1B1C:debugIQ1RBC,30,1520971490689,"{""rt"": null, ""trial_type"": ""html-keyboard-response"", ""stimulus"": ""<div style='font-size: 20pt;'>Please wait&hellip;</div>"", ""internal_node_id"": ""0.0-11.0"", ""time_elapsed"": 22480, ""key_press"": null, ""trial_index"": 11}"
debugHP1B1C:debugIQ1RBC,31,1520971492840,"{""rt"": 2149, ""trial_type"": ""scene-choice"", ""prompt"": ""I'm looking for the pile of boxes that is in front of the car. Which is the pile that I'm looking for?"", ""frame_path"": ""boxcar.106.png"", ""frame"": ""boxcar.106"", ""scene"": ""boxcar"", ""choice"": ""B"", ""referents"": {""A"": {""reference_frame"": null, ""name"": ""wall"", ""manipulations"": {}}, ""C"": {""reference_frame"": ""functional"", ""name"": ""box2"", ""manipulations"": {""rotation"": 0.3692940359004864, ""location"": 0.5324805839401942}}, ""B"": {""reference_frame"": ""relative"", ""name"": ""box"", ""manipulations"": {""rotation"": -1.5350767239893692, ""location"": 0.8786887773211668}}}, ""time_elapsed"": 24631, ""relation"": ""in front of"", ""internal_node_id"": ""0.0-12.0"", ""prompt_type"": ""pick"", ""labeled_frame_path"": ""boxcar.106.labeled.png"", ""trial_index"": 12}"
debugHP1B1C:debugIQ1RBC,32,1520971493841,"{""rt"": null, ""trial_type"": ""html-keyboard-response"", ""stimulus"": ""<div style='font-size: 20pt;'>Please wait&hellip;</div>"", ""internal_node_id"": ""0.0-13.0"", ""time_elapsed"": 25632, ""key_press"": null, ""trial_index"": 13}"
debugHP1B1C:debugIQ1RBC,33,1520971496243,"{""rt"": 2401, ""trial_type"": ""scene-choice"", ""prompt"": ""How many boxes are in front of the car?"", ""frame_path"": ""boxcar.37.png"", ""frame"": ""boxcar.37"", ""scene"": ""boxcar"", ""choice"": 1, ""referents"": {""A"": {""reference_frame"": ""functional"", ""name"": ""box2"", ""manipulations"": {""rotation"": -0.4315622561306748, ""location"": 0.6966827483221535}}, ""B"": {""reference_frame"": null, ""name"": ""wall"", ""manipulations"": {}}}, ""time_elapsed"": 28034, ""relation"": ""in front of"", ""internal_node_id"": ""0.0-14.0"", ""prompt_type"": ""count"", ""labeled_frame_path"": ""boxcar.37.labeled.png"", ""trial_index"": 14}"
debugHP1B1C:debugIQ1RBC,34,1520971497244,"{""rt"": null, ""trial_type"": ""html-keyboard-response"", ""stimulus"": ""<div style='font-size: 20pt;'>Please wait&hellip;</div>"", ""internal_node_id"": ""0.0-15.0"", ""time_elapsed"": 29035, ""key_press"": null, ""trial_index"": 15}"
debugHP1B1C:debugIQ1RBC,35,1520971500882,"{""rt"": 3636, ""trial_type"": ""scene-choice"", ""prompt"": ""I'm looking for the pile of boxes that is in front of the car. Which is the pile that I'm looking for?"", ""frame_path"": ""boxcar.91.png"", ""frame"": ""boxcar.91"", ""scene"": ""boxcar"", ""choice"": ""A"", ""referents"": {""A"": {""reference_frame"": ""intrinsic"", ""name"": ""box"", ""manipulations"": {""rotation"": -1.6400263844209784, ""location"": 0.522655555881359}}, ""C"": {""reference_frame"": ""relative"", ""name"": ""box2"", ""manipulations"": {""rotation"": 1.3287511101656682, ""location"": 0.08197955042542782}}, ""B"": {""reference_frame"": null, ""name"": ""wall"", ""manipulations"": {}}}, ""time_elapsed"": 32673, ""relation"": ""in front of"", ""internal_node_id"": ""0.0-16.0"", ""prompt_type"": ""pick"", ""labeled_frame_path"": ""boxcar.91.labeled.png"", ""trial_index"": 16}"
debugHP1B1C:debugIQ1RBC,36,1520971501883,"{""rt"": null, ""trial_type"": ""html-keyboard-response"", ""stimulus"": ""<div style='font-size: 20pt;'>Please wait&hellip;</div>"", ""internal_node_id"": ""0.0-17.0"", ""time_elapsed"": 33674, ""key_press"": null, ""trial_index"": 17}"
debugHP1B1C:debugIQ1RBC,37,1520971503806,"{""rt"": 1921, ""trial_type"": ""survey-text"", ""responses"": ""{\""Q0\"":\""v\""}"", ""internal_node_id"": ""0.0-18.0"", ""time_elapsed"": 35597, ""trial_index"": 18}"
